0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.418370607945075079e+00,-2.363951053792921808e+00,-2.418370604475793773e+00,-2.363951103262247777e+00,-2.273251840000003909e+00,-1.136395094486668889e+01
-1.870143833408401512e+00,-1.450240004671470073e+00,-1.870143984344784460e+00,-1.450240006570394646e+00,-7.504000000000028425e-01,-1.045023995657838256e+01
-2.363951096959021392e+00,-2.273251722518304430e+00,-2.363951095021568083e+00,-2.273251831195638673e+00,-2.122086400000004147e+00,-1.127325157324991345e+01
-2.496191501414279479e+00,-2.496783709193104439e+00,-2.496191501451613171e+00,-2.496888821223236743e+00,-1.005014752458853522e+01,-9.456836404611179248e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.496191501183385952e+00,-2.496960517620441689e+00,-2.496191501221235676e+00,-2.496960704899702232e+00,-9.494722420813737074e+00,-9.025031753651429511e+00
-2.482368062619068727e+00,-2.487058955157424922e+00,-2.482368062639396022e+00,-2.485377453361617306e+00,-9.248650891770031635e+00,-7.363319751127833435e+00
-2.273251840000003909e+00,-2.325586218931520843e+00,-2.318168539045747600e+00,-2.336066414592501861e+00,-8.887661748880846702e+00,-9.932851710756905206e+00
-2.470613438464000833e+00,-2.476811387871164616e+00,-2.482094747651949262e+00,-2.477817960452839863e+00,-9.638089369705157949e+00,-1.016910771645950184e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397440002276e+00,-2.466290072610605399e+00,-2.473334558991353571e+00,-2.466405381449497280e+00,-8.124034738044558779e+00,-9.490974192753864003e+00
-2.489420837608526504e+00,-2.490849364698415336e+00,-2.489420837618386617e+00,-2.491621089561387059e+00,-8.984400420131480658e+00,-8.700427445896325551e+00
-2.470613438176816334e+00,-2.475409348025600753e+00,-2.470613438154515951e+00,-2.476023869913215769e+00,-9.678850810231161006e+00,-8.721033689991289251e+00
-2.489420837618820936e+00,-2.490888174910509179e+00,-2.489420837598888436e+00,-2.490814560671339439e+00,-9.053699920501848908e+00,-8.436874557008144038e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.599999999999993427e+00,1.099999999999999112e+01,5.599999999999993427e+00,1.099999999999999112e+01,1.999999999999992228e+00,1.999999999999998934e+01
-2.122086400000004147e+00,-2.273251837287501687e+00,-2.122087492426128819e+00,-2.273251821964072494e+00,-1.127325077811233811e+01,-2.363951058316606790e+00
4.159999999999973719e-01,-7.504002113669143714e-01,-1.450240849479050409e+00,-7.504000939867736530e-01,-9.750398537166859114e+00,-1.450239982969158792e+00
-1.870144000000003803e+00,-2.122086395738459252e+00,-1.870144207558735783e+00,-2.122085929818314121e+00,-1.112208621080783999e+01,-2.273251837354812732e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
