7.186694567892648253e-03,8.861543962180858797e-03,5.677513575962894916e-03,5.009882035545108747e-03
2.610653130725234562e-03,6.172005978496415343e-03,5.576406506230810640e-03,7.358771251275084135e-03
1.542192861570415574e-02,1.308053100294170011e-02,1.333926026927011177e-02,7.342223493023847594e-03
5.915225618453922272e-03,5.312949785688247939e-03,3.369130770770566857e-03,7.816036458682793300e-03
2.031293254324772687e-02,1.333507484644206979e-02,1.525397151076305323e-02,3.654349519150568767e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.417679506494825104e-02,6.527963657531082875e-02,3.529654433573559819e-02,2.310872541234331497e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.538088158935129915e-03,3.182884819591320219e-02,2.662241362966651440e-02,4.393906840163106647e-02
8.678039073356538791e-02,1.059150053880202336e-01,1.021671032766289788e-01,4.219424460162245899e-02
2.160534530723503543e-01,7.502265794600720961e-02,1.571183148585676703e-01,2.543978243433715064e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.547463589465894240e-02,2.177465959854021638e-01,2.361545151699232237e-01,1.139833861803694198e-01
1.746242966971269794e-01,5.207551028399339810e-01,7.459171267232987956e-01,5.303504274317756284e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
